ROOT Hips,ROOT Hips,ROOT Hips,ROOT Hips,ROOT Hips,ROOT Hips,JOINT Spine,JOINT Spine,JOINT Spine,JOINT Chest,JOINT Chest,JOINT Chest,JOINT UpperChest,JOINT UpperChest,JOINT UpperChest,JOINT Neck,JOINT Neck,JOINT Neck,JOINT Head,JOINT Head,JOINT Head,JOINT LeftEye,JOINT LeftEye,JOINT LeftEye,JOINT RightEye,JOINT RightEye,JOINT RightEye,JOINT LeftShoulder,JOINT LeftShoulder,JOINT LeftShoulder,JOINT LeftUpperArm,JOINT LeftUpperArm,JOINT LeftUpperArm,JOINT LeftLowerArm,JOINT LeftLowerArm,JOINT LeftLowerArm,JOINT LeftHand,JOINT LeftHand,JOINT LeftHand,JOINT LeftIndexProximal,JOINT LeftIndexProximal,JOINT LeftIndexProximal,JOINT LeftIndexIntermediate,JOINT LeftIndexIntermediate,JOINT LeftIndexIntermediate,JOINT LeftIndexDistal,JOINT LeftIndexDistal,JOINT LeftIndexDistal,JOINT LeftLittleProximal,JOINT LeftLittleProximal,JOINT LeftLittleProximal,JOINT LeftLittleIntermediate,JOINT LeftLittleIntermediate,JOINT LeftLittleIntermediate,JOINT LeftLittleDistal,JOINT LeftLittleDistal,JOINT LeftLittleDistal,JOINT LeftMiddleProximal,JOINT LeftMiddleProximal,JOINT LeftMiddleProximal,JOINT LeftMiddleIntermediate,JOINT LeftMiddleIntermediate,JOINT LeftMiddleIntermediate,JOINT LeftMiddleDistal,JOINT LeftMiddleDistal,JOINT LeftMiddleDistal,JOINT LeftRingProximal,JOINT LeftRingProximal,JOINT LeftRingProximal,JOINT LeftRingIntermediate,JOINT LeftRingIntermediate,JOINT LeftRingIntermediate,JOINT LeftRingDistal,JOINT LeftRingDistal,JOINT LeftRingDistal,JOINT LeftThumbProximal,JOINT LeftThumbProximal,JOINT LeftThumbProximal,JOINT LeftThumbIntermediate,JOINT LeftThumbIntermediate,JOINT LeftThumbIntermediate,JOINT LeftThumbDistal,JOINT LeftThumbDistal,JOINT LeftThumbDistal,JOINT RightShoulder,JOINT RightShoulder,JOINT RightShoulder,JOINT RightUpperArm,JOINT RightUpperArm,JOINT RightUpperArm,JOINT RightLowerArm,JOINT RightLowerArm,JOINT RightLowerArm,JOINT RightHand,JOINT RightHand,JOINT RightHand,JOINT RightIndexProximal,JOINT RightIndexProximal,JOINT RightIndexProximal,JOINT RightIndexIntermediate,JOINT RightIndexIntermediate,JOINT RightIndexIntermediate,JOINT RightIndexDistal,JOINT RightIndexDistal,JOINT RightIndexDistal,JOINT RightLittleProximal,JOINT RightLittleProximal,JOINT RightLittleProximal,JOINT RightLittleIntermediate,JOINT RightLittleIntermediate,JOINT RightLittleIntermediate,JOINT RightLittleDistal,JOINT RightLittleDistal,JOINT RightLittleDistal,JOINT RightMiddleProximal,JOINT RightMiddleProximal,JOINT RightMiddleProximal,JOINT RightMiddleIntermediate,JOINT RightMiddleIntermediate,JOINT RightMiddleIntermediate,JOINT RightMiddleDistal,JOINT RightMiddleDistal,JOINT RightMiddleDistal,JOINT RightRingProximal,JOINT RightRingProximal,JOINT RightRingProximal,JOINT RightRingIntermediate,JOINT RightRingIntermediate,JOINT RightRingIntermediate,JOINT RightRingDistal,JOINT RightRingDistal,JOINT RightRingDistal,JOINT RightThumbProximal,JOINT RightThumbProximal,JOINT RightThumbProximal,JOINT RightThumbIntermediate,JOINT RightThumbIntermediate,JOINT RightThumbIntermediate,JOINT RightThumbDistal,JOINT RightThumbDistal,JOINT RightThumbDistal,JOINT LeftUpperLeg,JOINT LeftUpperLeg,JOINT LeftUpperLeg,JOINT LeftLowerLeg,JOINT LeftLowerLeg,JOINT LeftLowerLeg,JOINT LeftFoot,JOINT LeftFoot,JOINT LeftFoot,JOINT LeftToes,JOINT LeftToes,JOINT LeftToes,JOINT RightUpperLeg,JOINT RightUpperLeg,JOINT RightUpperLeg,JOINT RightLowerLeg,JOINT RightLowerLeg,JOINT RightLowerLeg,JOINT RightFoot,JOINT RightFoot,JOINT RightFoot,JOINT RightToes,JOINT RightToes,JOINT RightToes
Xposition,Yposition,Zposition,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation,Zrotation,Xrotation,Yrotation
0.008305,0.704443,0.017353,5.153325,-5.60684,-2.004891,3.383021,7.327546,-4.289033,3.223304,17.09317,-0.084381,0,0,0,-0.275444,-16.7022,-0.071793,-2.349669,2.695547,-6.058665,0,0,0,0,0,0,10.35787,-19.63062,10.07591,-71.56498,14.08438,6.654369,14.36886,9.570114,-15.0049,4.166338,-0.388796,5.100119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.788936,-19.62272,-10.13905,88.44848,23.08053,-1.631404,-0.381086,14.63227,53.98828,2.045611,24.28751,6.300513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057694,-2.935333,-0.080036,-0.846911,26.44048,2.376321,-0.518962,-11.56902,-1.617447,0,0,0,-23.95443,-12.48939,-4.984266,5.095654,24.37995,-12.22204,3.211669,-9.084439,14.87499,0,0,0
0.029432,0.717274,0.034854,4.729536,-4.771513,1.539851,1.486548,7.122906,-4.668483,1.253523,16.8135,-0.031762,0,0,0,1.714889,-16.90665,0.461007,0.69983,4.267574,-3.679372,0,0,0,0,0,0,9.11057,-19.60792,9.02797,-74.34533,13.79014,6.544824,16.93014,-0.564305,-14.21367,8.77905,2.252351,1.34358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2329,-19.4532,-10.02148,89.49748,23.58407,-0.745879,-1.929267,9.171541,52.73742,3.097216,25.76841,11.60765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.431794,-6.563085,-0.217274,0.6414,29.65127,-0.963525,-0.489751,-9.929494,-1.776918,0,0,0,-27.57964,-12.92378,-6.086597,7.860645,23.63912,-18.93675,4.039901,-6.572098,23.4232,0,0,0
0.031246,0.72367,0.03176,3.954286,-4.417334,1.98823,1.082501,7.093586,-4.645794,0.819496,16.75072,-0.017541,0,0,0,2.236673,-16.66088,0.600592,1.387664,5.49884,-3.044353,0,0,0,0,0,0,10.33629,-19.5913,9.512316,-76.61411,13.48581,7.153078,17.18889,-3.387454,-15.51682,9.388467,3.784616,-0.158231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.007166,-19.5193,-9.995101,86.90836,23.32813,-0.398916,-0.033746,8.107144,54.3802,4.381474,26.19609,10.81256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.261576,-8.390884,-0.240717,1.572149,31.93785,-2.760186,-0.259879,-10.51248,-0.682396,0,0,0,-27.4082,-13.4977,-6.329261,8.031603,23.53201,-19.37609,3.344599,-4.398773,25.26297,0,0,0
0.032676,0.728638,0.027492,3.025315,-4.021492,2.226769,0.789718,6.915519,-4.342218,0.540214,16.54441,-0.012204,0,0,0,2.451288,-16.319,0.661039,2.045246,5.649659,-2.74677,0,0,0,0,0,0,12.33362,-19.44871,10.36867,-79.78387,13.04674,8.043111,16.96826,-5.143816,-17.71486,9.298244,5.436991,-1.092023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.875021,-19.53932,-9.829775,84.01363,22.56468,-0.62988,1.681158,7.341447,55.86966,6.483477,26.43863,9.804533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.214539,-9.608281,-0.260213,2.874836,32.74981,-5.172405,0.272086,-10.67802,1.590679,0,0,0,-26.40856,-13.88652,-6.246492,7.031206,23.643,-16.96887,2.924779,-3.582205,25.04039,0,0,0
0.036433,0.732565,0.025651,2.250249,-3.836362,2.382472,0.688709,6.766519,-3.786144,0.489758,16.37703,-0.01861,0,0,0,2.276779,-16.02831,0.623612,2.354772,4.603134,-2.627115,0,0,0,0,0,0,14.09573,-19.29943,11.27111,-83.13898,12.34844,9.176964,16.38739,-5.31039,-20.53727,8.93037,6.958174,-1.272708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.04606,-19.54651,-9.740242,82.09863,21.55956,-1.331396,2.507583,6.537942,56.57166,8.558618,26.50161,8.945042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.812455,-9.76457,-0.354817,4.251872,31.43941,-7.975956,0.843629,-9.272346,4.371804,0,0,0,-25.25306,-13.59077,-5.797566,5.422664,23.57897,-13.15796,2.990973,-4.274246,23.14989,0,0,0
0.040643,0.735585,0.0267,1.89619,-3.754836,2.809517,0.505099,6.707304,-3.457811,0.34252,16.29962,-0.02706,0,0,0,2.135744,-15.83804,0.597821,2.341325,2.969965,-2.925201,0,0,0,0,0,0,15.72863,-19.16702,12.09317,-86.0636,11.33748,10.46167,15.23012,-4.607391,-23.65195,9.038199,8.012442,-0.540516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.378181,-19.56171,-9.626107,81.20969,20.7148,-2.101058,2.566221,6.058109,56.01445,9.765014,25.53544,8.030206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.859003,-9.199121,-0.486895,5.346431,28.63748,-10.7868,1.210525,-6.990667,7.277751,0,0,0,-24.26356,-12.65002,-5.127934,3.494311,22.91661,-8.572921,3.172404,-5.845045,20.14172,0,0,0
0.045394,0.736588,0.030637,2.169436,-3.681475,3.194132,0.046109,6.758464,-3.347024,-0.099408,16.31999,-0.030665,0,0,0,2.18836,-15.7699,0.622059,2.264299,1.545441,-3.543909,0,0,0,0,0,0,17.16009,-19.068,12.70043,-88.67456,10.68307,11.14827,14.05661,-2.034196,-25.49021,9.622616,7.746148,0.387575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.914862,-19.59284,-9.406199,80.96668,20.27912,-2.559923,1.071929,6.766835,53.94477,8.712798,24.30561,7.870328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.332253,-8.028359,-0.610304,6.126721,25.32319,-13.4823,1.532984,-5.388212,10.61745,0,0,0,-23.92921,-11.78949,-4.675954,1.443857,22.26469,-3.475387,3.420367,-7.888027,17.5895,0,0,0
0.050784,0.73643,0.036817,2.784568,-3.702008,3.174464,-0.453083,6.949721,-3.298227,-0.567756,16.47418,-0.023603,0,0,0,2.210598,-15.87735,0.629827,2.129854,0.677521,-4.256851,0,0,0,0,0,0,18.06623,-19.05622,12.99253,-90.5196,10.51998,11.2168,12.7387,1.98907,-26.08205,10.7668,6.272087,0.900718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.005887,-19.67125,-9.127107,80.95337,20.43614,-2.482637,-1.524427,8.597375,50.92048,6.286152,22.79467,8.281168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.919466,-6.995559,-0.700095,6.472659,22.72486,-15.14455,2.060882,-5.244864,14.19738,0,0,0,-23.96446,-11.49729,-4.557077,-0.655872,21.89286,1.800606,3.457284,-9.902432,14.97596,0,0,0
0.05804,0.733748,0.045743,2.911003,-3.621233,2.378854,-0.375243,7.033605,-3.060405,-0.453012,16.56427,-0.019538,0,0,0,1.622615,-16.00912,0.465969,1.90719,0.020293,-4.438524,0,0,0,0,0,0,18.18191,-19.05911,13.0526,-90.70303,11.45164,10.39116,-4.695166,-12.1451,-28.13982,39.43473,-1.914687,-33.76509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.028559,-19.71501,-8.959828,81.38301,20.37207,-2.556377,-5.016473,11.82876,47.68631,3.487473,21.15279,8.504666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.64796,-6.598033,-0.731195,6.155662,21.16799,-14.67709,2.610114,-6.262628,15.91798,0,0,0,-23.27321,-11.73091,-4.506021,-2.802374,21.79529,7.116698,3.023157,-11.72883,11.41891,0,0,0
